,author,content,description,publishedAt,source,title,url,urlToImage,count
220,Harrison Jacobs,"As Business Insider's international correspondent, I've spent the past six months traveling through Hong Kong, China, Singapore, Greece, Israel, and Russia, among other places. When I started planning my round-the-world trip, there was no shortage of packing … [+3342 chars]","In March, I left New York to travel around the world as Business Insider's international correspondent. In more than six months, I have so far visited 12 countries. Though I only brought a carry-on suitcase and a backpack, I packed it with everything I though…",2018-10-25 13:06:00,"{'id': 'business-insider', 'name': 'Business Insider'}","I traveled the world for 6 months with only a carry-on suitcase, and there are 5 things I wouldn't bother packing again",https://www.businessinsider.com/what-not-to-pack-travel-2018-10,https://amp.businessinsider.com/images/5bcf8f12d2e64844fa272db3-750-375.jpg,1
221,,"A team led by Prof Liu Xiaogang developed perovskite nanocrystals (in the bottles) that are highly sensitive to X-ray irradiation. Credit: National University of Singapore Medical imaging, such as X-ray or computerised tomography (CT), may soon be cheaper and… [+4558 chars]","Medical imaging, such as X-ray or computerised tomography (CT), may soon be cheaper and safer, thanks to a recent discovery made by chemists from the National University of Singapore (NUS).",2018-10-25 13:09:27,"{'id': None, 'name': 'Phys.org'}",Invention opens the door to safer and less expensive X-ray imaging,https://phys.org/news/2018-10-door-safer-expensive-x-ray-imaging.html,https://3c1703fe8d.site.internapcdn.net/newman/gfx/news/2018/inventionope.jpg,1
222,"USA TODAY, Sara M Moniuszko, USA TODAY","Fireworks explode over the Las Vegas Strip during a New Year's Eve celebration on Jan. 1, 2017, in Las Vegas. (Photo: John Locher, AP) This luxury airline is giving you the chance to celebrate New Year's Eve in the sky twice! Crystal AirCruises offers a ""New … [+1206 chars]","Crystal AirCruises offers a New Year celebration that allows passengers to travel ""across time"" to experience New Year's in Tokyo and then Las Vegas.",2018-10-25 13:38:07,"{'id': 'usa-today', 'name': 'USA Today'}","This $26,000 luxury flight from Tokyo to Las Vegas lets you celebrate New Year's Eve twice",https://www.usatoday.com/story/travel/flights/2018/10/25/flight-tokyo-las-vegas-lets-you-celebrate-new-years-eve-twice/1759925002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2018/10/25/USAT/caee7ec3-9013-4221-90ea-b891f69aa71e-AP_APTOPIX_Las_Vegas_New_Years_Eve.jpg?crop=3197,1797,x0,y0&width=3200&height=1680&fit=bounds",1
223,Anton D. Nagy,"There’s a lot going on at the 4G/5G Summit in Hong Kong. Qualcomm is bringing a lot of new and exciting things to the table, and guest speakers, like OnePlus, talk about thrilling stuff. We’ve heard that OnePlus could be the first one with a 5G phone on the m… [+894 chars]","According to Qualcomm, the company is working on boosting both wired and wireless charging standards next year to save more time. The post Qualcomm: faster wire and wireless charging coming 2019 appeared first on Pocketnow.",2018-10-25 13:51:00,"{'id': None, 'name': 'Pocketnow.com'}",Qualcomm: faster wire and wireless charging coming 2019,https://pocketnow.com/faster-qualcomm-wireless-charging,https://pocketnow.com/wp-content/uploads/2018/10/qualcomm-wireless-charging.jpg,1
224,James,"2018 has already seen several major airlines suffering data security breaches. Recently, I’ve written about: This is now happening monthly, and Cathay Pacific is the latest to be targeted. Cathay Pacific The BBC is reporting that almost 10 million Cathay Paci… [+1917 chars]","2018 has already seen several major airlines suffering data security breaches. Recently, I've written about: -- In August, Air Canada forced all users to change their app passwords, following the theft of a relatively small amount of passenger data (about 20,…",2018-10-25 14:03:39,"{'id': None, 'name': 'Onemileatatime.com'}","Yet Another Massive Data Breach Hits A Major Airline: This Time, Cathay Pacific",https://onemileatatime.com/cathay-pacific-data-breach/,https://onemileatatime.com/wp-content/uploads/2018/10/Cathay-Pacific-A350-1000.jpg,1
225,Feleg Tesema,"Hong Kong-based I.T is gearing up to celebrate its 30th anniversary with an exclusive capsule collection, accompanied by a special exhibition in its home. The celebratory capsule collection includes an array of exclusive collaboration items with over 100 bran… [+1006 chars]","Hong Kong-based I.T is gearing up to celebrate its 30th anniversary with an exclusive capsule collection, accompanied by a special exhibition in its home. The celebratory capsule collection includes an array of exclusive collaboration items with over 100 bran…",2018-10-25 14:12:18,"{'id': None, 'name': 'Highsnobiety.com'}",I.T Celebrates Its 30th Anniversary with over 100 Exclusive Collaborations,https://www.highsnobiety.com/p/it-anniversary-collab-buy-online/,https://static.highsnobiety.com/wp-content/uploads/2018/10/25121132/it-anniversary-collaboration-buy-online-feat.jpg,1
226,Mike Sounders,"Everything gets translated! Mobile Suit Gundam: Battle Operation 2 is a title that just fell under the radar. The game came out exclusively in Japan this July, while international eyes were on the newly-released New Gundam Breaker. Due to a lack of English tr… [+3644 chars]",Mobile Suit Gundam: Battle Operation 2 has been updated with English text,2018-10-25 14:45:00,"{'id': None, 'name': 'Destructoid.com'}",Mobile Suit Gundam: Battle Operation 2 has been updated with English text,https://www.destructoid.com/mobile-suit-gundam-battle-operation-2-has-been-updated-with-english-text-528403.phtml,https://www.destructoid.com//ul/528403-Gouf.jpg,1
227,,"Some 7,000 Central American migrants travelling together towards America entered Mexico from Guatemala, despite an attempt by Mexican police to stop them. The caravan originated in the Honduran city of San Pedro Sula and grew as it progressed. President Donal… [+5761 chars]","Some 7,000 Central American migrants travelling together towards America entered Mexico from Guatemala, despite an attempt by Mexican police to stop them. The “caravan” originated in the Honduran city of San Pedro Sula and grew as it progressed.",2018-10-25 14:52:19,"{'id': 'the-economist', 'name': 'The Economist'}",Politics this week,https://www.economist.com/the-world-this-week/2018/10/27/politics-this-week,https://cdn.static-economist.com/sites/default/files/images/2018/10/articles/main/20181027_wwp003.jpg,1
228,Sam Rigby,"If you havent heard, universities around the world are offering their courses online for free (or at least partially free ). These courses are collectively called MOOCs or Massive Open Online Courses. In the past six years or so, over 800 universities have cr… [+44597 chars]","If you haven’t heard, universities around the world are offering their courses online for free (or at least partially free). These courses are collectively called…",2018-10-25 14:54:42,"{'id': None, 'name': 'Qz.com'}",190 universities just launched 600 free online courses. Here’s the full list.,https://qz.com/1437623/600-free-online-courses-you-can-take-from-universities-worldwide/,https://cms.qz.com/wp-content/uploads/2018/10/RTSGPQR-e1540478782793.jpg?quality=75&strip=all&w=1400,1
229,,"L EE SHAU KEE moved to Hong Kong from mainland China in 1948, the year before Chinas Communist Party seized control. In 1976 he set up a property company, Henderson Land Development, which helped to develop the tallest building on Hong Kong island and the hot… [+2192 chars]",In many countries their share of wealth is now falling,2018-10-25 14:55:29,"{'id': 'the-economist', 'name': 'The Economist'}",The wealth of the top 1% may have peaked,https://www.economist.com/finance-and-economics/2018/10/27/the-wealth-of-the-top-1-may-have-peaked,https://cdn.static-economist.com/sites/default/files/images/2018/10/articles/main/20181027_fnp503.jpg,1
230,"Ollie Barder, Contributor, Ollie Barder, Contributor https://www.forbes.com/sites/olliebarder/",Share to facebook Share to twitter Share to linkedin 'Gundam Battle Operation 2' now has an English language option. Credit: Bandai Namco The recently released free-to-play PlayStation 4 game Gundam: Battle Operation 2 now has English language support. Releas… [+4289 chars],The recently released free-to-play PlayStation 4 game 'Gundam: Battle Operation 2' now has English language support.,2018-10-25 15:12:00,"{'id': None, 'name': 'Forbes.com'}",'Gundam: Battle Operation 2' On The PlayStation 4 Now Has English Language Support,https://www.forbes.com/sites/olliebarder/2018/10/25/gundam-battle-operation-2-on-the-playstation-4-now-has-english-language-support/,https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fblogs-images.forbes.com%2Folliebarder%2Ffiles%2F2018%2F10%2Fgbo2_english-1200x675.jpg,1
231,Press Association,"A Chinese journalist has been charged with common assault after an incident at the Conservative party conference. West Midlands police said Linlin Kong, from Kings Cross in London, had been charged in relation to an alleged assault in Birmingham on 30 Septemb… [+257 chars]","Linlin Kong, 48, due in court next month in connection to slapping allegation A Chinese journalist has been charged with common assault after an incident at the Conservative party conference. West Midlands police said Linlin Kong, from King’s Cross in London,…",2018-10-25 15:21:54,"{'id': 'the-guardian-au', 'name': 'The Guardian (AU)'}",Chinese journalist on assault charge after Tory party conference,https://www.theguardian.com/uk-news/2018/oct/25/chinese-journalist-on-assault-charge-after-tory-party-conference,https://i.guim.co.uk/img/media/09762442dcedf922342443cf2574fe22f17d0432/0_104_3500_2100/master/3500.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=7acb5439acbcd3d820a64f387af93c59,1
232,Ethan Steinberg,"Just when you thought they might finally be done, Air Belgium is back with a new business plan. The troubled start-up carrier announced over twitter that it has been issued an operating permit by the Chinese Civil Aviation Authority to commence flights to Zhe… [+3233 chars]","Just when you thought they might finally be done, Air Belgium is back with a new business plan. The troubled start-up carrier announced over twitter that it has been issued an operating permit by the Chinese Civil Aviation Authority to commence flights to Zhe…",2018-10-25 15:30:45,"{'id': None, 'name': 'Thepointsguy.com'}","Air Belgium Tries a Hail Mary: Flying to Zhengzhou, China",http://thepointsguy.com/news/air-belgium-tries-a-hail-mary-flying-to-zhengzhou-china/,https://i2.wp.com/thepointsguy.com/wp-content/uploads/2018/09/27750187908_43aa44a4ec_b.jpg?fit=1024%2C683px&ssl=1,1
233,NomadicMatt,"Updated: 10/25/2018 | October 25th, 2018 Travel writers always talk about what to do when you travel. It’s all must-see attractions and things to do. Go here, do this, see that, act this way. But what about all the things you shouldn’t do on the road? There a… [+12932 chars]","I've made more than my share of travel mistakes. Fortunately, I've learned from them. Today, I want to share some of the common travel mistakes you should avoid when you head out on your next trip. With some preparation, you can avoid these common mistakes an…",2018-10-25 15:45:18,"{'id': None, 'name': 'Nomadicmatt.com'}",12 Things Not to Do When You Travel,https://www.nomadicmatt.com/travel-blogs/not-to-do/,https://www.nomadicmatt.com/wp-content/uploads/2015/02/travelmistakes.jpg,1
234,"Christian Sylt, Contributor, Christian Sylt, Contributor https://www.forbes.com/sites/csylt/","Formula E, the electric-powered auto racing series, has accelerated to a value of $870 million over the past four years despite losses surging to a combined $140 million according to a recent report. The championship launched in September 2014 and uses cars w… [+16669 chars]",Net losses at electric-powered auto racing series Formula E have accelerated to a combined $140 million over the past four years according to its latest financial statements.,2018-10-25 16:22:00,"{'id': None, 'name': 'Forbes.com'}",Formula E: The $900 Million Racing Series Which Lost $140 Million,https://www.forbes.com/sites/csylt/2018/10/25/formula-e-the-900-million-racing-series-which-lost-140-million/,https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fdam%2Fimageserve%2F1052532622%2F960x0.jpg%3Ffit%3Dscale,1
235,,"This project wields data from the Global Human Settlement Layer, which uses “satellite imagery, census data, and volunteered geographic information” to create population density maps. In parts of the world where census data is unreliable (e.g., India, China),… [+453 chars]","Kinshasa is now bigger than Paris. Guangzhou, Hong Kong and Shenzhen are forming an epic, 40 million-person super city.",2018-10-25 16:40:11,"{'id': None, 'name': 'Pudding.cool'}",Human Terrain: Visualizing The World's Population In 3D,https://pudding.cool/2018/10/city_3d,https://pudding.cool/2018/10/city_3d/assets/social/social_facebook.png,1
238,"Julie Tremaine, Contributor, Julie Tremaine, Contributor https://www.forbes.com/sites/julietremaine/","Share to facebook Share to twitter Share to linkedin A Hawaiian garlic butter shrimp boat from Shrimp Daddy at Smorgasburg LA Julie Tremaine Try to define the signature cuisine of Los Angeles, and the answer you get will vary depending on who you ask and wher… [+9084 chars]","A weekly food festival that brings out the best and weirdest of the city's food, Smorgasburg LA is a must-taste for visitors to Southern California.",2018-10-25 17:59:00,"{'id': None, 'name': 'Forbes.com'}",The Essential Guide To Eating Your Way Through Smorgasburg LA,https://www.forbes.com/sites/julietremaine/2018/10/25/the-essential-guide-to-eating-your-way-through-smorgasburg-la/,https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fblogs-images.forbes.com%2Fjulietremaine%2Ffiles%2F2018%2F10%2FIMG_3640-e1540357988214-1200x1200.jpg,1
239,Ashley Collman,The Northern Mariana Islands are just beginning to pick up the pieces after Super Typhoon Yutu made a direct hit on the islands early Thursday morning as a Category 5 storm with sustained winds of 180 mph. The typhoon not only brought down trees and power lin… [+239 chars],The Northern Mariana Islands are just beginning to pick up the pieces after Super Typhoon Yutu made a direct hit on the islands early Thursday morning as a Category 5 storm with sustained winds of 180 mph. The typhoon not only brought down trees and power lin…,2018-10-25 18:36:52,"{'id': 'business-insider', 'name': 'Business Insider'}",31 photos show the devastation in the Northern Mariana Islands after Super Typhoon Yutu made a direct hit as a Category 5 storm,https://www.businessinsider.com/typhoon-yutu-photos-show-northern-mariana-islands-devastation-2018-10,https://amp.businessinsider.com/images/5bd1e61f8d2fbe1a196ee392-1920-960.jpg,1
240,https://www.facebook.com/bbcnews,"Image copyright CCTV-13 Image caption Ms Kong is a London-based reporter for China's state broadcaster A Chinese journalist has been charged with assault following an incident at the Conservative Party conference. State TV reporter Linlin Kong, 48, of King's … [+386 chars]",Chinese journalist Linlin Kong allegedly hit an activist at the Conservative Party conference.,2018-10-25 18:55:13,"{'id': 'bbc-news', 'name': 'BBC News'}",Chinese 'slap' reporter charged with assault,https://www.bbc.co.uk/news/uk-england-45980563,https://ichef.bbci.co.uk/news/1024/branded_news/5309/production/_103675212_7d323f81ly1fvtzqwas1yj20k00elq4s.jpg,1
241,"Jay Sullivan, Contributor, Jay Sullivan, Contributor https://www.forbes.com/sites/jaysullivan/","Share to facebook Share to twitter Share to linkedin Elevators are cramped, slightly uncomfortable spaces at best. As youre riding the elevator up to your office this morning, picture being joined by an interviewer and a camera crew. Youve spent the last thre… [+7802 chars]","As you’re riding the elevator up to your office this morning, picture being joined by an interviewer and a camera crew. They give you one minute, 60 seconds, to make your “elevator pitch” about your fledgling company. How can you ensure that you make the most…",2018-10-25 19:50:00,"{'id': None, 'name': 'Forbes.com'}",Startups And Small Businesses: One Elevator Ride Can Change Everything,https://www.forbes.com/sites/jaysullivan/2018/10/25/startups-and-small-businesses-one-elevator-ride-can-change-everything/,https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fdam%2Fimageserve%2F492261879%2F960x0.jpg%3Ffit%3Dscale,1
244,Gabe Gurwin,"BlizzCon 2018 is just around the corner, and you can expect to see plenty of announcements from Blizzard on beloved titles such as Diablo III, World of Warcraft and Overwatch. Esports is a large part of the event, and there will be plenty to see during BlizzC… [+4029 chars]","Blizzard is holding several different esports competitions during BlizzCon 2018. Here's when you can tune in for games like Overwatch, World of Warcraft, Starcraft II, Heroes of the Storm, and even Hearthstone. Many events occur simultaneously, so you won't b…",2018-10-25 20:55:21,"{'id': None, 'name': 'Digitaltrends.com'}",Esports to watch at BlizzCon 2018,https://www.digitaltrends.com/gaming/blizzcon-2018-esports-schedule/,https://icdn3.digitaltrends.com/image/blizzcon-2018-esports-to-watch-feature-2-1200x630-c-ar1.91.jpg,1
245,Chance Miller,"After going up for pre-order last week, customers around the world are starting to receive their iPhone XR shipments. As the clock begins to turn to October 26th around the globe, iPhone XR pre-orders are arriving and sales of the device are starting at Apple… [+1685 chars]","After going up for pre-order last week, customers around the world are starting to receive their iPhone XR shipments. As the clock begins to turn to October 26th around the globe, iPhone XR pre-orders are arriving and sales of the device are starting at Apple…",2018-10-25 21:22:01,"{'id': None, 'name': '9to5mac.com'}",First iPhone XR pre-orders arrive to customers around the world [Gallery],https://9to5mac.com/2018/10/25/iphone-xr-pre-orders-arrive/,https://9to5mac.com/wp-content/uploads/sites/6/2018/10/iPhone-XR-repair.jpg?quality=82&strip=all&w=1500,2
246,,"To continue, please click the box below to let us know you're not a robot.",,2018-10-25 21:25:59,"{'id': 'bloomberg', 'name': 'Bloomberg'}",Daybreak Hong Kong: All You Need to Know This Morning (Podcast),https://www.bloomberg.com/tosv2.html?vid=&uuid=c8f13ca0-d8a0-11e8-b859-7ff988d7924d&url=L25ld3MvYXVkaW8vMjAxOC0xMC0yNS9kYXlicmVhay1ob25nLWtvbmctYWxsLXlvdS1uZWVkLXRvLWtub3ctdGhpcy1tb3JuaW5nLXBvZGNhc3Q=,,1
247,Ethan Steinberg,"Although it’s evolved slightly through the years, Cathay Pacific’s simple yet elegant livery has been featured in some of the most classic aviation photos of all time, including the anxiety-inducing images of 747 jumbo jets winding their way through high-rise… [+13904 chars]","Although it’s evolved slightly through the years, Cathay Pacific’s simple yet elegant livery has been featured in some of the most classic aviation photos of all time, including the anxiety-inducing images of 747 jumbo jets winding their way through high-rise…",2018-10-25 21:30:27,"{'id': None, 'name': 'Thepointsguy.com'}",The Ultimate Guide To Cathay Pacific First Class,http://thepointsguy.com/guide/ultimate-guide-cathay-pacific-first-class/,https://i0.wp.com/thepointsguy.com/wp-content/uploads/2018/02/cathay-pacific-777.jpg?fit=1280%2C853px&ssl=1,1
248,Michael J Breus Ph.D.,"I recently returned from a weeklong trip to Hong Kong. During my travels, I used all the strategies I know work to protect sleep during long-distance journeys: shifting sleep and eating schedules in the direction of destination time, staying hydrated, napping… [+10760 chars]","Sleep deprivation can have great effects on the brain and body, whether it’s the occasional night of too-little sleep or the larger, more chronic sleep debt so many people face.",2018-10-25 21:46:19,"{'id': None, 'name': 'Psychologytoday.com'}",What Happens Inside Your Body When You Are Sleep Deprived?,https://www.psychologytoday.com/ca/blog/sleep-newzzz/201810/what-happens-inside-your-body-when-you-are-sleep-deprived,https://cdn.psychologytoday.com/sites/default/files/styles/image-article_inline_full/public/field_blog_entry_teaser_image/2018-10/1graphicstock-tired-fatigued-young-businesswoman-sitting-and-working-in-office_s87e2sw7_3g.png?itok=uNNtX_p4,1
249,"Cherie Hu, Contributor, Cherie Hu, Contributor https://www.forbes.com/sites/cheriehu/","Share to facebook Share to twitter Share to linkedin HONG KONG, HONG KONG - August 26, 2018: Audience members watch as Team MIBR is announced as the Champion of the ZOTAC Cup Masters CS:GO 2018 at the ICBC (Asia) E-Sports &amp;amp; Music Festival Hong Kong on… [+31695 chars]","From musicians investing in esports teams to the rise of esports-driven record labels and music festivals, the two industries are merging together financially and culturally like never before.",2018-10-25 22:50:00,"{'id': None, 'name': 'Forbes.com'}",Why The Intersection Of Music And Esports Is Bigger Business Than Ever,https://www.forbes.com/sites/cheriehu/2018/10/25/why-the-intersection-of-music-and-esports-is-bigger-business-than-ever/,https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fdam%2Fimageserve%2F1023743650%2F960x0.jpg%3Ffit%3Dscale,1
250,Benji Stawski,"Singapore is much more than just a little dot on the map. Small as it may be, the Lion City is a modern country featuring a wealth of unique experiences. Whether you’re looking to indulge in the delectable food scene, go on a shopping spree along Orchard Road… [+17267 chars]","Singapore is much more than just a little dot on the map. Small as it may be, the Lion City is a modern country featuring a wealth of unique experiences. Whether you’re looking to indulge in the delectable food scene, go on a shopping spree along Orchard Road…",2018-10-25 23:30:37,"{'id': None, 'name': 'Thepointsguy.com'}",3 Ways to Do Singapore on Points,http://thepointsguy.com/guide/ways-to-do-singapore-on-points/,https://i0.wp.com/thepointsguy.com/wp-content/uploads/2018/10/GettyImages-644148960.jpg?fit=1800%2C1165px&ssl=1,1
252,Darren Quick,"X-rays are one of the most commonly used medical imaging tools. And while no-one is likely to reach the 10,000 X-ray lifetime limit (100 mSv) recommended by the American College of Radiology, few would argue against technology that can lower the radiation dos… [+2863 chars]","X-rays are one of the most commonly used medical imaging tools. And while no-one is likely to reach the 10,000 X-ray lifetime limit (100 mSv) recommended by the American College of Radiology, no-one is going to argue against technology that can lower the radi…",2018-10-26 02:24:49,"{'id': None, 'name': 'Newatlas.com'}","Novel nanocrystals reduce X-ray radiation dose, while upping the resolution",https://newatlas.com/nanocrystals-high-res-low-dose-x-rays/56967/,https://img.newatlas.com/x-ray-nanocrystals-1.jpg?auto=format%2Ccompress&ch=Width%2CDPR&fit=crop&h=347&q=60&rect=0%2C16%2C930%2C523&w=616&s=552d9bce65fe84b44123a47a3f4ebdc4,1
253,newsfeedback@fool.com (Simon Erickson),"Could cancer diagnostics really be the next biggest thing in healthcare? Special guest Simon Erickson dives into this burgeoning field and shares the top stocks every investor should keep an eye on: Illumina ( NASDAQ:ILMN ), Roche ( NASDAQOTH:RHHBY ), and Gua… [+27418 chars]","Data-driven genomics is improving the treatment of cancer, which can be great news for both patients and investors.",2018-10-26 02:47:00,"{'id': None, 'name': 'Fool.com'}",Silicon Valley's Big Bet in Healthcare,https://www.fool.com/investing/2018/10/25/silicon-valleys-big-bet-in-healthcare.aspx,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F498371%2Findustry_focus_healthcare_20181023_thumb.jpg&h=630&w=1200&op=resize,1
254,Scott Polacek,"Garrett Ellwood/Getty Images There were only four games on the Thursday NBA schedule, but that didn't stop some of the best players in the league from showing off their style with another night of flashy kicks. Playmakers such as Russell Westbrook, LeBron Jam… [+1822 chars]","There were only four games on the Thursday  NBA  schedule, but that didn't stop some of the best players in the league from showing off their style with another night of flashy kicks...",2018-10-26 03:41:31,"{'id': 'bleacher-report', 'name': 'Bleacher Report'}","B/R Kicks X NBA Nightly: LeBron Goes What The, Kyrie with Day of the Dead, More",https://bleacherreport.com/articles/2802853-br-kicks-x-nba-nightly-lebron-goes-what-the-kyrie-with-day-of-the-dead-more,https://img.bleacherreport.net/img/images/photos/003/771/464/bb78c2ce2f1cfe025a37db3571d85a62_crop_exact.jpg?w=1200&h=1200&q=75,1
255,Patrick Frater,"STX Entertainment has dropped its plans to list its shares on the Hong Kong Stock Exchange, some six months after it filed a draft prospectus. The company had sought to raise up to $500 million of new capital and achieve a market valuation of over $3 billion.… [+1763 chars]","STX Entertainment has dropped its plans to list its shares on the Hong Kong Stock Exchange, some six months after it filed a draft prospectus. The company had sought to raise up to $500 million of new capital and achieve a market valuation of over $3 billion.…",2018-10-26 04:33:17,"{'id': None, 'name': 'Variety.com'}",STX Entertainment Abandons Hong Kong IPO Plans,https://variety.com/2018/biz/asia/stx-entertainment-cancels-hong-kong-ipo-plans-1202997839/,https://pmcvariety.files.wordpress.com/2018/10/robert-simonds-stx.jpg?w=700&h=393&crop=1,1
256,Andrew Galbraith,"SHANGHAI (Reuters) - Asian shares tumbled to 20-month lows and S&amp;P futures fell sharply at the end of a turbulent week for financial markets on Friday, as anxiety over the outlook for U.S. corporate profits added to lingering fears about global trade and … [+5075 chars]","Asian shares tumbled to 20-month lows and S&P futures fell sharply at the end of a turbulent week for financial markets on Friday, as anxiety over the outlook for U.S. corporate profits added to lingering fears about global trade and economic growth.",2018-10-26 05:17:24,"{'id': 'reuters', 'name': 'Reuters'}","Asia stocks, S&P futures slide as investors flee risk amid growth fears",https://www.reuters.com/article/us-global-markets/asia-stocks-sp-futures-slide-as-investors-flee-risk-amid-growth-fears-idUSKCN1N003S,https://s4.reutersmedia.net/resources/r/?m=02&d=20181026&t=2&i=1318745512&w=1200&r=LYNXNPEE9P01X,1
258,Anthony D'Alessandro,"As Deadline exclusively reported back on October 5, STX Entertainment has allowed its application on the Hong Kong Stock exchange to lapse. Originally the motion picture television entertainment studio was seeking to raise a half billion. However, market and … [+2353 chars]","As Deadline exclusively reported back on October 5, STX Entertainment has allowed its application on the Hong Kong Stock exchange to lapse. Originally the motion picture television entertainment studio was seeking to raise a half billion. However, market and …",2018-10-26 07:45:27,"{'id': None, 'name': 'Deadline.com'}",STX Allows Hong Kong IPO To Officially Lapse; Weighs Financial Opportunities On The Horizon,https://deadline.com/2018/10/stx-hong-kong-ipo-lapses-1202490000/,https://pmcdeadline2.files.wordpress.com/2018/07/stx.jpg?w=605,1
260,,"Researchers have mapped out a series of internet traffic hijacks and redirections that they say are part of large espionage and intellectual property theft effort by China. The researchers, Chris Demchak of the United States Naval War College and Yuval Shavit… [+3188 chars]",Exploited omission in US-China cyber detente agreement.,2018-10-26 08:01:08,"{'id': None, 'name': 'Itnews.com.au'}",China systematically hijacks internet traffic: researchers,https://www.itnews.com.au/news/china-systematically-hijacks-internet-traffic-researchers-514537,https://i.nextmedia.com.au/News/China_Telecom_hijack.png,1
261,Niall Patrick Walsh,"The worlds longest sea bridge has officially opened to traffic, connecting Hong Kong and Macau to the Chinese mainland. The 34-mile (55-kilometer) Hong Kong-Zhuhai-Macau Bridge features a range of unusual features, with The Guardian reporting cameras to detec… [+2136 chars]","The world’s longest sea bridge has officially opened to traffic, connecting Hong Kong and Macau to the Chinese mainland. The 34-mile (55-kilometer) “Hong Kong-Zhuhai-Macau Bridge” features a range of unusual features, with The Guardian reporting “cameras to d…",2018-10-26 09:00:00,"{'id': None, 'name': 'Archdaily.com'}",The World's Longest Sea Bridge Opens in China,https://www.archdaily.com/904728/the-worlds-longest-sea-bridge-opens-in-china,https://images.adsttc.com/media/images/5bd2/fb67/f197/cc96/d000/0765/large_jpg/shutterstock_693426865.jpg?1540553566,1
262,Kristian Hernández,"Democrat Brian Forde raised nearly half a million dollars of bitcoin for his unsuccessful bid for a California congressional seat this year, but then had to field questions from election watchdogs about a contribution from Hong Kong. Republican Austin Peterse… [+15499 chars]","Four years after bitcoin was allowed in federal elections, most states are still in the dark about how to handle the donations.",2018-10-26 09:09:57,"{'id': 'politico', 'name': 'Politico'}",Is Bitcoin Secretly Messing with the Midterms?,https://www.politico.com/magazine/story/2018/10/26/is-bitcoin-secretly-messing-with-the-midterms-221915,https://static.politico.com/53/c7/d09277c34ec0b7b0208cf4f3fea2/gettyimages-1032529408.jpg,1
263,PTI,"By: PTI | Beijing | Published: October 26, 2018 2:41:42 pm Police officers are seen outside the gate of a kindergarten where a woman armed with a kitchen knife attacked children, in Chongqing, China. (Reuters photo) A woman armed with kitchen knife on Friday … [+2540 chars]",School security guards and staff managed to restrain the attacker. Video from the scene appeared to show angry onlookers attempting to hit and kick the woman after she was detained.,2018-10-26 09:11:42,"{'id': None, 'name': 'Indianexpress.com'}",14 children injured after woman armed with kitchen knife attacks kindergarten in China,https://indianexpress.com/article/world/14-children-injured-woman-knife-kindergarten-5417421/,https://images.indianexpress.com/2018/10/china-knife-attack-759.jpg?w=759,1
265,Natasha Frost,"For now, there isnt another more famous Natasha Frost. Theres a more illustrious Natasha Frosta professor of criminology at Northeastern University, who works on the effect of incarceration on individuals and their communities. Theres a Natasha Frost who went… [+7515 chars]","For now, there isn’t another more famous Natasha Frost. There’s a more illustrious Natasha Frost—a professor of criminology at Northeastern University, who works on the…",2018-10-26 09:30:46,"{'id': None, 'name': 'Qz.com'}","The perils of sharing a name with someone very, very famous",https://qz.com/quartzy/1434524/the-perils-of-sharing-a-name-with-someone-very-very-famous/,https://cms.qz.com/wp-content/uploads/2018/10/613445810_95f712caa1_o-e1540391109308.jpg?quality=75&strip=all&w=1400,1
266,"Ben Eisen, Saumya Vaishampayan","Chinas currency fell further this week, reflecting heightened investor caution about the nations slowing economic growth and an intensifying trade conflict with the U.S. The yuan USDCNH, +0.0604% hit 6.9725 per dollar in offshore trading on Friday, its weakes… [+1380 chars]","China’s currency fell further this week, reflecting heightened investor caution about the nation’s slowing economic growth and an intensifying trade conflict with the U.S.",2018-10-26 09:41:24,"{'id': None, 'name': 'Marketwatch.com'}",Currencies: China’s yuan flirts with lowest level in a decade against the dollar,https://www.marketwatch.com/story/chinas-yuan-flirts-with-lowest-level-in-a-decade-against-the-dollar-2018-10-26,http://s.marketwatch.com/public/resources/MWimages/MW-GS051_China__ZG_20181018151432.jpg,1
