,author,content,description,publishedAt,source,title,url,urlToImage,count
245,SA Editor Jignesh Mehta,Gainers: Red Hat (NYSE: RHT ) +46%. Dolphin Entertainment (NASDAQ: DLPN ) +25%. ON Semiconductor (NASDAQ: ON ) +9%. NantHealth (NASDAQ: NH ) +8%. Adesto Technologies Corporation (NASDAQ: IOTS ) +8%. Losers: Tower Semiconductor (NASDAQ: TSEM ) -19%. Cool Holdi… [+257 chars],Gainers:&nbsp;Red Hat (NYSE:RHT) +46%. Dolphin Entertainment (NASDAQ:DLPN) +25%. ON Semiconductor (NASDAQ:ON) +9%. NantHealth (NASDAQ:NH) +8%. Adesto Technologies Corporation (NASDAQ:IOTS) +8%. Loser,2018-10-29 19:04:38,"{'id': None, 'name': 'Seekingalpha.com'}","Technology movers: NH, ON gain; INAP, TSEM lose (10/29/2018)",https://seekingalpha.com/news/3402206-technology-movers-nh-gain-inap-tsem-lose-10-29-2018,https://static3.seekingalpha.com/assets/og_image_192-59bfd51c9fe6af025b2f9f96c807e46f8e2f06c5ae787b15bf1423e6c676d4db.png,1
246,Mark DeCambre,Talk about a blown lead. The Dow Jones Industrial Average gave up a 352-point gain to end lower on Monday and highlighted a market that has grown increasingly unsettled amid concerns about global growth and escalating tariff clashes between the U.S. and China… [+2091 chars],Talk about a big blown lead.,2018-10-29 19:32:04,"{'id': None, 'name': 'Marketwatch.com'}",Market Extra: Dow stages biggest intraday reversal in more than 8 months; Nasdaq sees biggest U-turn in 3 years,https://www.marketwatch.com/story/dow-stages-biggest-intraday-reversal-in-more-than-8-months-nasdaq-sees-biggest-u-turn-in-3-years-2018-10-29,http://s.marketwatch.com/public/resources/MWimages/MW-GS664_dow_10_ZG_20181029155820.png,1
247,Associated Press,"Stocks gave up a big gain from earlier in the day Monday and turned lower in afternoon trading as Wall Street's recent bout of volatility continued. Technology and communications companies posted some of the biggest losses Monday. Amazon slid again, and Netfl… [+4735 chars]",Technology and communications companies posted some of the biggest losses Monday.,2018-10-29 19:40:00,"{'id': None, 'name': 'Stltoday.com'}",Stocks give up an early gain and turn lower on Wall Street,https://www.stltoday.com/business/local/stocks-give-up-an-early-gain-and-turn-lower-on/article_53ed5715-35a9-52b6-80bf-e721c298d47d.html,https://bloximages.newyork1.vip.townnews.com/stltoday.com/content/tncms/assets/v3/editorial/8/e3/8e3a728b-2958-5a67-adf4-1a5afdb89980/5bd7283263277.image.jpg?crop=512%2C288%2C0%2C26&resize=512%2C288&order=crop%2Cresize,1
250,Blackbaud,"CHARLESTON, S.C., Oct. 29, 2018 /PRNewswire/ -- Blackbaud (NASDAQ: BLKB ), the world's leading cloud software company powering social good, today announced financial results for its third quarter ended September 30, 2018. ""We are driving digital transformatio… [+28324 chars]","CHARLESTON, S.C., Oct. 29, 2018 /PRNewswire/ -- Blackbaud (NASDAQ: BLKB), the world's leading cloud software company powering social good, today announced financial results for its third quarter ended September 30, 2018. ""We are driving digital transformation…",2018-10-29 20:10:00,"{'id': None, 'name': 'Prnewswire.com'}",Blackbaud Announces 2018 Third Quarter Results,https://www.prnewswire.com/news-releases/blackbaud-announces-2018-third-quarter-results-300739682.html,https://mma.prnewswire.com/media/404305/Blackbaud_Logo.jpg?p=facebook,30
252,,"NEW YORK: Wall Street stocks ended decisively lower on Monday (Oct 29) after an early rally fizzled and was replaced by aggressive selling amid worries over slowing earnings growth. The Dow Jones Industrial Average dropped 245.39 points (0.99 per cent) to 24,… [+2147 chars]","NEW YORK: Wall Street stocks ended decisively lower on Monday (Oct 29) after an early rally fizzled and was replaced by aggressive selling amid worries over slowing earnings growth. The Dow Jones Industrial Average dropped 245.39 points (0.99 per cent) to 24,…",2018-10-29 20:26:01,"{'id': None, 'name': 'Channelnewsasia.com'}",US stocks end sharply lower as rally fades,https://www.channelnewsasia.com/news/business/us-stocks-end-sharply-lower-as-rally-fades-10877554,http://www.channelnewsasia.com/image/10877540/16x9/991/557/9a286f5e967c0e5055b2f08ffb971335/il/nyse-oct29.jpg,1
253,,"U.S. markets staged a sweeping U-turn Monday as a battered technology sector again led the decline after Britain proposed a first-of-its-kind tax on the revenue of tech giants. The Dow Jones industrial average swung more than 900 points, from 350 points up to… [+3465 chars]",Washington Post Embattled tech stocks drag down rest of market in late-day plunge Washington Post U.S. markets staged a sweeping U-turn Monday as a battered technology sector again led the decline after Britain imposed a first of its kind tax on the revenue o…,2018-10-29 20:28:24,"{'id': 'the-washington-post', 'name': 'The Washington Post'}",Embattled tech stocks drag down rest of market in late-day plunge - Washington Post,https://www.washingtonpost.com/business/economy/embattled-tech-stocks-drag-rest-of-market-down-too/2018/10/29/6dc8a230-dbae-11e8-b3f0-62607289efee_story.html,https://www.washingtonpost.com/resizer/zhLENqedVDhIEyht2Xo_6UoSvtQ=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/XKRHYIW3WEI6RM7QMJQHFCPP5Y.jpg,1
254,"By Lewis Krauskopf, Reuters","U.S. stocks fell on Monday in a volatile session, with the S&amp;P 500 ending just shy of confirming its second correction of 2018, hurt by fresh worries of an escalation of U.S.-China trade tensions and a sharp drop in big tech and Internet names. Following … [+2208 chars]","The Dow fell 245.39 points, or 0.99 percent, to 24,442.92, the S&amp;P 500 lost 17.44 points, or 0.66 percent, to 2,641.25",2018-10-29 20:30:00,"{'id': None, 'name': 'Stltoday.com'}","Wall Street drops on trade worries, S&P nears correction",https://www.stltoday.com/business/local/wall-street-drops-on-trade-worries-s-p-nears-correction/article_53ed5715-35a9-52b6-80bf-e721c298d47d.html,https://bloximages.newyork1.vip.townnews.com/stltoday.com/content/tncms/assets/v3/editorial/8/e3/8e3a728b-2958-5a67-adf4-1a5afdb89980/5bd7283263277.image.jpg?crop=512%2C288%2C0%2C26&resize=512%2C288&order=crop%2Cresize,10
256,newsfeedback@fool.com (Dan Caplinger),"Monday was an ugly day on Wall Street, with the Dow Jones Industrial Average and S&amp;P 500 both climbing to substantial early gains before falling sharply late in the session. Major benchmarks posted losses of 1% to 1.6%, with particularly difficult conditi… [+2596 chars]",Find out which of these stocks took the biggest hit.,2018-10-29 20:35:00,"{'id': None, 'name': 'Fool.com'}","Why Amazon.com, Tilray, and Denbury Resources Slumped Today",https://www.fool.com/investing/2018/10/29/why-amazoncom-tilray-and-denbury-resources-slumped.aspx,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F499007%2Ftrailer2.jpeg&h=630&w=1200&op=resize,1
263,Ross J Burland,Note: All information on this page is subject to change. The use of this website constitutes acceptance of our user agreement. Please read our privacy policy and legal disclaimer. Trading foreign exchange on margin carries a high level of risk and may not be … [+1276 chars],"In a market wrap, analysts at ANZ Bank New Zealand Limited explained that US equities were in the green at the time of writing, but gains have eroded throughout the trading day. Key Quotes: ""The S&P and DJIA were up 0.7% and 0.1% respectively with financials …",2018-10-29 20:59:13,"{'id': None, 'name': 'Fxstreet.com'}",Market wrap: US equities gains wiped out - ANZ,https://www.fxstreet.com/news/market-wrap-us-equities-gains-wiped-out-anz-201810292059,https://editorial.azureedge.net/images/Markets/Equities/market-analyze-18914145_Large.jpg,1
264,By The Associated Press,Fear that the Trump administration will announce tariffs on all remaining imports from China helped knock U.S. stocks from a strong early gain to another sharp loss Monday. Technology companies sank again after Bloomberg News reported that the U.S. is plannin… [+815 chars],Fear that the Trump administration will announce tariffs on all remaining imports from China helped knock U.S. stocks from a strong early gain to another sharp loss Monday. Technology companies sank again after Bloomberg News reported that the U.S. is…,2018-10-29 21:01:53,"{'id': 'associated-press', 'name': 'Associated Press'}",How major US stock indexes fared Monday,https://apnews.com/766a4754d9e44a358928af7114f30180,https://bloximages.chicago2.vip.townnews.com/billingsgazette.com/content/tncms/custom/image/77758902-e169-11e5-a168-77ef9f7ff013.png,7
268,,Fear that the Trump administration will announce tariffs on all remaining imports from China helped knock US stocks from a strong early gain to another sharp loss Monday. Technology companies sank again after Bloomberg News reported the United States is plann… [+2737 chars],Fear that the Trump administration will announce tariffs on all remaining imports from China helped knock US stocks from a strong early gain to another sharp loss Monday.,2018-10-29 21:09:06,"{'id': None, 'name': 'Bostonglobe.com'}",Stocks tumble again on report US might levy tariffs on all Chinese goods,https://www.bostonglobe.com/business/2018/10/29/stocks-tumble-again-report-might-levy-tariffs-all-chinese-goods/EmyeDG5KmISRokioPPiI0K/story.html,//c.o0bg.com/rw/SysConfig/WebPortal/BostonGlobe/Framework/images/logo-bg.jpg,1
273,The Associated Press,___ Stocks tumble again on report US plans more tariffs NEW YORK (AP) Stocks close sharply lower in another turbulent day of trading following a report that the U.S. is preparing to put tariffs on all remaining Chinese imports if talks between the countries d… [+5180 chars],"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",2018-10-29 21:50:31,"{'id': 'abc-news', 'name': 'ABC News'}",Business Highlights,https://abcnews.go.com/Business/wireStory/business-highlights-58837641,,1
280,MARLEY JAY / The Associated Press,NEW YORK Stocks sank again Monday on fears that the Trump administration will escalate its trade dispute with China by imposing tariffs on all remaining imports from China to the U.S. The declines came during another dizzying day of trading. The Dow Jones Ind… [+5643 chars],The Dow loses 1 percent on fears the Trump administration will escalate its trade dispute with China.,2018-10-29 23:21:07,"{'id': None, 'name': 'Truthdig.com'}",Stocks Tumble Again on Report U.S. Plans More Tariffs,https://www.truthdig.com/articles/stocks-tumble-again-on-report-u-s-plans-more-tariffs/,,1
285,Unknown,"US stocks fell in late afternoon trading, with the S&amp;P 500 on track to close 10pc below its recent all-time high as technology shares tumbled after a report the Trump administration was set to ratchet up its trade war with China. All major US averages fel… [+1369 chars]","US stocks fell in late afternoon trading, with the S&P 500 on track to close 10pc below its recent all-time high as technology shares tumbled after a report the Trump administration was set to ratchet up its trade war with China.",2018-10-30 00:43:54,"{'id': None, 'name': 'Independent.ie'}",Stocks hit by fresh fears about trade,https://www.independent.ie/business/stocks-hit-by-fresh-fears-about-trade-37473378.html,https://www.independent.ie/business/article37472658.ece/ALTERNATES/h342/30Stocks,1
289,,"Bulls staged a smart comeback on Monday after sharp sell-off last week. The Nifty50 after gap up opening extended rally as the day progressed and closed above 10,250 levels, driven by short covering in banking &amp; financials after ICICI Bank's Q2 earnings. … [+5944 chars]",A list of important headlines from across news agencies that could help in your trade today.,2018-10-30 02:08:50,"{'id': None, 'name': 'Moneycontrol.com'}",What changed for the market while you were sleeping? 10 things you should know,https://www.moneycontrol.com/news/business/markets/what-changed-for-the-market-while-you-were-sleeping-10-things-you-should-know-60-3101541.html,https://static-news.moneycontrol.com/static-mcnews/2017/05/BSE_Sensex_Markets_Stock_market_Dalal_street1-770x433.jpg,1
292,,"China shares fell 0.6% in early trade while Japan's Nikkei average rose 0.7%. The domestic stock markets started Tuesday's session on a negative note amid mixed global cues. The S&amp;P BSE Sensex opened at 34,068.92 against its previous close of 34,067.40. T… [+1264 chars]",MSCI's broadest index of Asia-Pacific shares outside Japan edged down 0.3 per cent.,2018-10-30 03:50:44,"{'id': None, 'name': 'Ndtv.com'}","Sensex Sheds Over 100 Points, Nifty Below 10,250",https://www.ndtv.com/business/sensex-nifty-trade-share-market-today-october-30-2018-sensex-sheds-over-100-points-1939652,https://c.ndtvimg.com/2018-10/kt2eln4o_sensex-nifty_625x300_30_October_18.jpg,1
293,,City of Hope opens first-of-its-kind CAR T clinical trial for patients with HER2-positive breast cancer that has spread to the brain The immunotherapy trial is the first to deliver CAR T cells directly to the brain of HER2-positive breast cancer patients with… [+5658 chars],"( City of Hope ) Women with HER2-positive breast cancer that has spread to the brain need more treatment options, and City of Hope and Mustang Bio Inc. are meeting that challenge. A new City of Hope chimeric antigen receptor (CAR) T cell trial -- the first to…",2018-10-30 04:00:00,"{'id': None, 'name': 'Eurekalert.org'}",City of Hope opens CAR T trial for HER2 breast cancer patients with brain metastases,https://www.eurekalert.org/pub_releases/2018-10/coh-coh102918.php,https://www.eurekalert.org/images/EurekAlert_StackedLogo_RGB.jpg,1
295,Howard Gold,"A couple of weeks ago I wrote, If this selloff turns into a 10% decline, it would be the second such correction within eight months, which I fear would mean this nearly decade-old bull market is really in trouble. My reasoning: This was such a rare event (ove… [+5447 chars]","Most FAANG stocks are in a bear market, and economically sensitive sectors have sold off dramatically.",2018-10-30 07:51:43,"{'id': None, 'name': 'Marketwatch.com'}","Howard Gold's No-Nonsense Investing: If you weren’t yet worried about the stock market, you should be now",https://www.marketwatch.com/story/if-you-werent-yet-worried-about-the-stock-market-you-should-be-now-2018-10-30,http://s.marketwatch.com/public/resources/MWimages/MW-FY318_simpso_ZG_20171114140635.jpg,1
296,Sam Nussey,OSAKA (Reuters) - Japan’s Nintendo Co Ltd ( 7974.T ) on Tuesday said sales of Switch consoles and games pushed operating profit up 30 percent in the July-September period to reach its highest quarterly result in eight years. Second-quarter profit hit 30.9 bil… [+1983 chars],"Reuters Nintendo second quarter profit hits eight-year high, powered by Switch sales Reuters OSAKA (Reuters) - Japan's Nintendo Co Ltd (7974.T) on Tuesday said sales of Switch consoles and games pushed operating profit up 30 percent in the July-September peri…",2018-10-30 07:54:49,"{'id': 'reuters', 'name': 'Reuters'}","Nintendo second quarter profit hits eight-year high, powered by Switch sales - Reuters",https://uk.reuters.com/article/uk-nintendo-results/nintendo-second-quarter-profit-hits-eight-year-high-powered-by-switch-sales-idUKKCN1N40NH,https://s4.reutersmedia.net/resources/r/?m=02&d=20181030&t=2&i=1320134046&w=1200&r=LYNXNPEE9T0G9,1
297,Douglas A. McIntyre,"Volkswagen’s profits fell. According to Reuters: Volkswagen reported an 18.6 percent drop in third-quarter adjusted operating profit, weighed down by weaker vehicle sales and headwinds tied to the introduction of more stringent anti-pollution rules. The carma… [+3552 chars]","Source: CasPhotography / iStockVolkswagen’s profits fell. According to Reuters: Volkswagen reported an 18.6 percent drop in third-quarter adjusted operating profit, weighed down by weaker vehicle sales and headwinds tied to the introduction of more stringent …",2018-10-30 09:07:33,"{'id': None, 'name': '247wallst.com'}",Six Most Important Things In Business Today,http://247wallst.com/media/2018/10/30/six-most-important-things-in-business-today-2/,https://s2.wp.com/wp-content/themes/vip/247wallst/images/247-50x50.png,1
298,SA Editor Jignesh Mehta,Cognizant Technology (NASDAQ: CTSH ): Q3 Non-GAAP EPS of $1.19 beats by $0.06 ; GAAP EPS of $0.82 misses by $0.17. Revenue of $4.08B (+8.5% Y/Y) in-line. Shares +1.8% PM. Press Release See all stocks on the move » Now read: Cognizant Technology: The AI Advant… [+47 chars],Cognizant Technology (NASDAQ:CTSH): Q3 Non-GAAP EPS of $1.19 beats by $0.06; GAAP EPS of $0.82 misses by $0.17.Revenue of $4.08B (+8.5% Y/Y) in-line.Shares +1.8% PM.Press Release,2018-10-30 10:02:40,"{'id': None, 'name': 'Seekingalpha.com'}","Cognizant Technology beats by $0.06, revenue in-line",https://seekingalpha.com/news/3402437-cognizant-technology-beats-0_06-revenue-line,https://static3.seekingalpha.com/assets/og_image_192-59bfd51c9fe6af025b2f9f96c807e46f8e2f06c5ae787b15bf1423e6c676d4db.png,2
299,Barbara Kollmeyer,"A rocky October looks likely to treat investors with volatility up to the bitter end. As Mondays session showed, there may be plenty of up and down action left to toss this market around. Investors who haven't already done so may now start battening down the … [+5616 chars]","As we limp our way towards the end of a rocky month for stocks, our call of the day offers up some ideas on potential new leaders, or stocks that could rise like phoenixes from the ash heap of a stock correction.",2018-10-30 10:29:26,"{'id': None, 'name': 'Marketwatch.com'}","Need to Know: McDonald’s, Walmart and other U.S. stocks that could rise from the ashes of a correction",https://www.marketwatch.com/story/mcdonalds-walmart-and-other-us-stocks-that-could-rise-from-the-ashes-of-a-correction-2018-10-30,http://s.marketwatch.com/public/resources/MWimages/MW-GT031_mcdona_ZG_20181030044834.jpg,1
303,Pareteum Corporation,"NEW YORK, Oct. 30, 2018 /PRNewswire/ -- Pareteum Corporation (Nasdaq: TEUM ), a cloud software platform company, today announced that 11 previously-awarded contracts in its 36-Month Contractually Committed Revenue (36MCCR) went live from June to September 201… [+5010 chars]","NEW YORK, Oct. 30, 2018 /PRNewswire/ -- Pareteum Corporation (Nasdaq: TEUM), a cloud software platform company, today announced that 11 previously-awarded contracts in its 36-Month Contractually Committed Revenue (36MCCR) went live from June to September 2018…",2018-10-30 13:31:00,"{'id': None, 'name': 'Prnewswire.compareteum-initiates-services-for-11-customers-300740303'}",Pareteum Initiates Services for 11 Customers,https://www.prnewswire.compareteum-initiates-services-for-11-customers-300740303,https://mma.prnewswire.com/media/435599/Pareteum_Logo.jpg?p=facebook,1
304,Shreyashi   Sanyal,"(Reuters) - U.S. stocks rose on Tuesday, helped by a rebound in technology stocks after a volatile few sessions on Wall Street, amid optimism over the U.S.-China trade dispute and some upbeat earnings reports. All the 11 major S&amp;P sectors were higher, wit… [+2690 chars]","U.S. stocks rose on Tuesday, helped by a rebound in technology stocks after a volatile few sessions on Wall Street, amid optimism over the U.S.-China trade dispute and some upbeat earnings reports.",2018-10-30 14:28:18,"{'id': 'reuters', 'name': 'Reuters'}",U.S. stocks ride higher on trade optimism,https://www.reuters.com/article/us-usa-stocks/u-s-stocks-ride-higher-on-trade-optimism-idUSKCN1N41IS,https://s4.reutersmedia.net/resources/r/?m=02&d=20181030&t=2&i=1320235128&w=1200&r=LYNXNPEE9T119,3
308,Shreyashi   Sanyal,"(Reuters) - U.S. stocks moved higher on Tuesday, led by a strong rebound in trade-sensitive chipmakers after Washington cut off a Chinese semiconductor maker from its U.S. suppliers. The Commerce Department slapped the restriction on Fujian Jinhua Integrated … [+2637 chars]","U.S. stocks moved higher on Tuesday, led by a strong rebound in trade-sensitive chipmakers after Washington cut off a Chinese semiconductor maker from its U.S. suppliers.",2018-10-30 16:16:43,"{'id': 'reuters', 'name': 'Reuters'}",Wall Street gains as chip stocks lead bounce back,https://www.reuters.com/article/us-usa-stocks/wall-street-gains-as-chip-stocks-lead-bounce-back-idUSKCN1N41IS,https://s4.reutersmedia.net/resources/r/?m=02&d=20181030&t=2&i=1320235128&w=1200&r=LYNXNPEE9T119,1
313,SA Editor Jignesh Mehta,Gainers: Electro Scientific Industries (NASDAQ: ESIO ) +90%. Amkor Technology (NASDAQ: AMKR ) +19%. Akamai Technologies (NASDAQ: AKAM ) +18%. Cool Holdings (NASDAQ: AWSM ) +16%. Instructure (NYSE: INST ) +16%. Losers: Sequans Communications S.A. (NYSE: SQNS )… [+275 chars],Gainers:&nbsp;Electro Scientific Industries (NASDAQ:ESIO) +90%. Amkor Technology (NASDAQ:AMKR) +19%. Akamai Technologies (NASDAQ:AKAM) +18%. Cool Holdings (NASDAQ:AWSM) +16%. Instructure (NYSE:INST),2018-10-30 19:04:26,"{'id': None, 'name': 'Seekingalpha.com'}",Semiconductor & Communication top list of tech movers (10/30/2018),https://seekingalpha.com/news/3402795-semiconductor-and-communication-top-list-tech-movers-10-30-2018,https://static3.seekingalpha.com/assets/og_image_192-59bfd51c9fe6af025b2f9f96c807e46f8e2f06c5ae787b15bf1423e6c676d4db.png,1
314,Iris Dorbian,"Advent International is planning on merging portfolio companies Sovos Brands, a food and beverage company and Noosa, a yogurt manufacturer. No financial terms were disclosed. Deutsche Bank is serving as financial adviser to Noosa, with Weil, Gotshal &amp; Man… [+7788 chars]","Advent International is planning on merging portfolio companies Sovos Brands, a food and beverage company and Noosa, a yogurt manufacturer. No financial terms were disclosed. Deutsche Bank is serving as financial adviser to Noosa, with Weil, Gotshal & Manges …",2018-10-30 19:08:53,"{'id': None, 'name': 'Pehub.com'}",Advent to merge Noosa with Sovos Brands,https://www.pehub.com/2018/10/advent-to-merge-noosa-with-sovos-brands/,,1
316,Jacob Wolinsky,"As we quickly approach Bitcoins 10th year anniversary tomorrow, enthusiasts and critics alike have begun to analyse blockchain s evolution: from its inception and tremendous rise to the current state of the industry one that is faced with challenges including… [+19800 chars]","As we quickly approach Bitcoin’s 10th year anniversary tomorrow, enthusiasts and critics alike have begun to analyse blockchain‘s evolution: from its inception and tremendous rise to the current state of the industry — one that is faced with challenges includ…",2018-10-30 19:50:21,"{'id': None, 'name': 'Valuewalk.com'}",Bitcoin’s 10th Anniversary: What Does The Future Hold For Blockchain [In-Depth],https://www.valuewalk.com/2018/10/bitcoins-10th-anniversary/,https://www.valuewalk.com/wp-content/uploads/2018/02/bitcoin_1518450742.jpg,1
319,David Chau,"Posted October 31, 2018 07:29:32 Australian shares are set to open slightly lower, despite a rebound on Wall Street overnight. ASX futures are pointing to a drop of about 0.2 per cent at the local market open. The Australian dollar has lifted above 71 US cent… [+1773 chars]","Australian shares are set to open slightly lower, despite a rebound on Wall Street overnight, after Donald Trump said he could strike a ""great deal"" with China.",2018-10-30 20:29:32,"{'id': 'abc-news-au', 'name': 'ABC News (AU)'}","Dow surges 432 points, Aussie dollar lifts above US71c",https://www.abc.net.au/news/2018-10-31/dow-jones-wall-street-surge-australian-dollar-rebound/10443190,https://www.abc.net.au/news/linkableblob/8413676/data/abc-news-og-data.jpg,1
320,"NXT-ID, Inc.","SEBASTIAN, Florida, October 30, 2018 /PRNewswire/ -- Mastercard, Garmin International, Inc., and Fit Pay, Inc., a wholly owned subsidiary of NXT-ID, Inc. (NASDAQ: NXTD ), today announced that the Garmin Pay contactless payment feature will be available for Ma… [+8999 chars]","SEBASTIAN, Florida, October 30, 2018 /PRNewswire/ -- Mastercard, Garmin International, Inc., and Fit Pay, Inc., a wholly owned subsidiary of NXT-ID, Inc. (NASDAQ: NXTD), today announced that the Garmin Pay™ contactless payment feature will be available for Ma…",2018-10-30 20:43:00,"{'id': None, 'name': 'Prnewswire.com'}",Mastercard and Garmin® Expand Garmin Pay™ Contactless Payments to Maestro European Accountholders,https://www.prnewswire.com/news-releases/mastercard-and-garmin-expand-garmin-pay-contactless-payments-to-maestro-european-accountholders-808267014.html,/content/dam/prnewswire/common/prn_facebook_sharing_logo.jpg,2
321,"newsfeedback@fool.com (Todd Campbell, Chuck Saletta, and Brian Feroldi)","Clinical-trial results, regulatory decisions, and fierce competition make investing in biotech stocks tricky, but that doesn't mean that investors ought to ignore the industry. The potential to profit from the development of revolutionary new treatments can m… [+6029 chars]",Adding these biotech stocks to portfolios at current prices could pay off.,2018-10-30 21:01:00,"{'id': None, 'name': 'Fool.com'}",3 Top Biotech Stocks to Buy Right Now,https://www.fool.com/investing/2018/10/30/3-top-biotech-stocks-to-buy-right-now.aspx,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F498139%2Fmegaphone-with-letters-coming-out-of-it-gettyimages-513123170.jpg&h=630&w=1200&op=resize,1
322,,"US stocks climbed Tuesday after solid earnings reports from several big companies. Stocks had closed at five-month lows the day before, and groups of companies that struggled badly made big gains. Many of the best-performing stocks Tuesday came from parts of … [+4888 chars]",Stocks climbed after solid earnings reports from several big companies. Stocks had closed at five-month lows a day before.,2018-10-30 21:25:28,"{'id': None, 'name': 'Bostonglobe.com'}",Stocks rally on earnings a day after ending at 5-month lows,https://www.bostonglobe.com/business/2018/10/30/stocks-rally-earnings-day-after-ending-month-lows/Gn6cY4JlcPvfXucLno7MpN/story.html,//c.o0bg.com/rw/SysConfig/WebPortal/BostonGlobe/Framework/images/logo-bg.jpg,1
325,Scott Rutt,"At this point in the business cycle, good news is bad news, Jim Cramer told his Mad Money viewers Tuesday. The best thing we can hope for, Cramer said, is a disappointing non-farm payroll number on Friday. Cramer said the market's decline began with hard talk… [+6206 chars]","TheStreet.com We Want Bad News, Bears: Cramer's 'Mad Money' Recap (Tuesday 10/30/18) TheStreet.com At this point in the business cycle, good news is bad news, Jim Cramer told his Mad Money viewers Tuesday. The best thing we can hope for, Cramer said, is a dis…",2018-10-30 23:15:59,"{'id': None, 'name': 'Thestreet.com'}","We Want Bad News, Bears: Cramer's 'Mad Money' Recap (Tuesday 10/30/18) - TheStreet.com",https://www.thestreet.com/jim-cramer/we-want-bad-news-bears-cramers-mad-money-recap-oct-30-14763233,http://s.thestreet.com/files/tsc/v2008/photos/contrib/uploads/b98b5cf3-0a80-11e8-b8cf-91b8bbc1e147.png,2
326,,"The market has seen consolidation on Tuesday after a day of massive rally, with the benchmark indices falling half a percent each. However, the broader markets outperformed frontline indices with the Nifty Midcap rising 0.7 percent. Oil marketing companies, b… [+7137 chars]",A list of important headlines from across news agencies that could help in your trade today.,2018-10-31 02:12:16,"{'id': None, 'name': 'Moneycontrol.com'}",What changed for the market while you were sleeping? Top 10 things to know,https://www.moneycontrol.com/news/business/markets/what-changed-for-the-market-while-you-were-sleeping-top-10-things-to-know-19-3107191.html,https://static-news.moneycontrol.com/static-mcnews/2017/03/sensexup-770x433.jpg,3
329,Joseph Mwangi,National Instruments Corp. (NASDAQ: NATI ) stock has been facing heavy selling pressure shortly after its earnings call and appears in danger of giving up the nice 17% post-earnings pop. The stock plunged sharply on a rather quiet day for the sector and the R… [+9540 chars],National Instruments stock is selling off heavily following a nice post-earnings pop after earnings on Friday. It appears that this is becoming a battleground s,2018-10-31 04:16:43,"{'id': None, 'name': 'Seekingalpha.com'}",National Instruments Corp.: Is The Post-Earnings Momentum Sustainable?,https://seekingalpha.com/article/4216269-national-instruments-corp-post-earnings-momentum-sustainable,https://static2.seekingalpha.com/uploads/2018/10/30/34201285-1540904360238565.png,2
332,Mark DeCambre,"Stocks appeared set to close out an ugly month on a positive note, putting October losses in the rearview mirror as buying momentum followed through from Tuesdays sharp gains. Gains in Facebook in premarket action come after its quarterly report and may be pa… [+4332 chars]","Stocks are set to begin the final session of an ugly month firmly in the green, putting scary October losses in the rearview mirror as buying momentum followed through from Tuesday’s sharp gains.",2018-10-31 10:04:24,"{'id': None, 'name': 'Marketwatch.com'}",Market Snapshot: Stock poised to close out an ugly October on a high note as Facebook shares pop,https://www.marketwatch.com/story/stock-poised-to-close-out-an-ugly-october-on-a-high-note-as-facebook-shares-pop-2018-10-31,http://s.marketwatch.com/public/resources/MWimages/MW-GF934_commse_ZG_20180321125931.jpg,1
333,Barbara Kollmeyer,"Ominous October Something wicked this way came for investors in October. Even as another bullish day builds for stocks on All Hallows Eve, the damage has been done. The Nasdaq is set for its worst month since October 2008and the Dow and S&amp;P 500 are lookin… [+7539 chars]","Happy last day of a tough month. But don’t expect an easy ride in November, and our call of the day says there is one more reason to worry about stocks in the most beaten-down sector.",2018-10-31 10:24:23,"{'id': None, 'name': 'Marketwatch.com'}",Need to Know: Tech companies sent an ominous message to investors in October,https://www.marketwatch.com/story/tech-companies-sent-an-ominous-message-to-investors-in-october-2018-10-31,http://s.marketwatch.com/public/resources/MWimages/MW-GX378_apple__ZG_20181031071945.jpg,1
336,Ciara Linnane,"Axonics Modulation Technologies Inc. AXON, -0.52% priced its initial public offering at $15 a share, the midpoint of its $14 to $16 price range. The medical technology company, which specializes in sacral neuromodulation treatments for overactive bladder and … [+447 chars]","Axonics Modulation Technologies Inc. priced its initial public offering at $15 a share, the midpoint of its $14 to $16 price range. The medical technology company, which specializes in sacral neuromodulation treatments for overactive bladder and urinary reten…",2018-10-31 11:30:32,"{'id': None, 'name': 'Marketwatch.com'}",Axonics prices IPO at $15 a share,https://www.marketwatch.com/story/axonics-prices-ipo-at-15-a-share-2018-10-31,https://mw3.wsj.net/mw5/content/logos/mw_logo_social.png,1
